Prob122_kmap4,7,20,0.35,R,R,R,.,R,.,R,R,R,.,.,R,R,.,.,.,R,R,R,R
Prob123_bugs_addsubz,20,20,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Prob124_rule110,0,20,0.0,R,p,R,R,R,R,R,R,R,R,R,S,R,R,R,w,R,R,R,R
Prob125_kmap3,0,20,0.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
Prob126_circuit6,0,20,0.0,R,R,S,R,R,S,R,S,R,R,R,S,R,R,R,S,R,S,R,R
Prob127_lemmings1,17,20,0.85,R,.,.,.,.,.,.,.,.,.,R,.,.,.,.,R,.,.,.,.
Prob128_fsm_ps2,16,20,0.8,R,.,.,.,.,.,.,R,w,.,.,.,R,.,.,.,.,.,.,.
Prob129_ece241_2013_q8,15,20,0.75,R,.,.,.,R,R,.,.,.,.,.,.,R,.,.,R,.,.,.,.
Prob130_circuit5,4,20,0.2,R,R,R,.,R,R,R,R,.,R,R,R,p,R,p,R,.,.,p,R
Prob131_mt2015_q4,1,20,0.05,R,S,.,R,C,R,R,w,S,R,R,R,R,R,S,R,R,m,R,R
Prob132_always_if2,12,20,0.6,.,R,R,R,.,.,.,.,.,.,.,.,.,R,R,R,.,R,R,.
Prob133_2014_q3fsm,0,20,0.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
Prob134_2014_q3c,8,20,0.4,R,.,.,R,.,R,.,R,R,R,.,.,R,.,R,R,R,R,.,p
Prob135_m2014_q6b,6,20,0.3,R,R,R,R,.,R,R,R,.,.,.,R,R,.,R,.,R,R,R,R
Prob136_m2014_q6,18,20,0.9,.,.,.,.,.,.,.,.,.,R,.,.,.,.,R,.,.,.,.,.
Prob137_fsm_serial,8,20,0.4,.,R,R,R,R,R,.,.,.,R,R,R,.,R,R,R,R,.,.,.
Prob138_2012_q2fsm,19,20,0.95,.,.,.,.,.,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.
Prob139_2013_q2bfsm,0,20,0.0,R,w,R,R,R,R,R,R,R,w,R,R,R,R,R,w,R,R,R,R
Prob140_fsm_hdlc,10,20,0.5,R,R,R,.,.,R,.,.,R,R,.,.,.,.,R,.,.,R,R,p
Prob141_count_clock,0,20,0.0,w,T,T,T,T,T,T,T,T,T,T,T,w,T,T,T,T,T,T,T
Prob142_lemmings2,16,20,0.8,w,.,.,.,.,.,.,.,.,.,.,R,R,.,.,.,.,.,C,.
Prob143_fsm_onehot,5,20,0.25,R,R,R,R,C,R,R,R,.,R,R,R,R,R,R,.,.,.,R,.
Prob144_conwaylife,1,20,0.05,S,p,R,S,R,R,S,R,.,R,R,R,S,R,S,R,R,w,S,R
